'*',    30,     1,     9,    16,     3,     3, 10890,     0
'SPENVIS 4.6.10.3403          -  4-Jul-2022 10:23:05'
'PRJ_DEF', -1,'GRID-02'
'PRJ_HDR', -1,'GRID-02 high ionization area process'
'MOD_ABB', -1,'TPP'
'GRD_TYP', 1, 2
'GRD_LBL', -1,'Grid type: world map at    521.0 km'
'GRD_VAR', -1,' '
'GRD_ALT', 1,    521.0,'km'
'GRD_NLO', 1, 121
'GRD_NLA', 1,  90
'PS Annotation',  6,  1
'Grid type: world map at    521.0 km'
 0.05, 2.00, 0.00
'Planet: Earth'
 0.10, 1.50, 0.00
'Universal time:  0.0 hr'
 0.10, 1.50, 0.00
'PS Annotation',  8,  0
'Trapped particle model: AE-8 MAX'
 0.05, 2.00, 0.00
'Internal magnetic field model: Jensen & Cain 1960 updated to 1960.0'
 0.10, 1.50, 0.00
'External magnetic field model: None'
 0.10, 1.50, 0.00
'Pitch angle:  90.0 deg'
 0.10, 1.50, 0.00
'B','Gauss', 1,'!8B!3'
'L','!8R!3!dE!n', 1,'!8L!3'
'Flux','cm!u-2!n s!u-1!n', 1,'AE-8 MAX Flux >   0.04 MeV'
  4.7154E-01,  1.6192E+01,  0.0000E+00
  4.7147E-01,  1.6104E+01,  0.0000E+00
  4.7138E-01,  1.6011E+01,  0.0000E+00
  4.7128E-01,  1.5914E+01,  0.0000E+00
  4.7117E-01,  1.5814E+01,  0.0000E+00
  4.7104E-01,  1.5713E+01,  0.0000E+00
  4.7091E-01,  1.5612E+01,  0.0000E+00
  4.7076E-01,  1.5509E+01,  0.0000E+00
  4.7061E-01,  1.5406E+01,  0.0000E+00
  4.7044E-01,  1.5304E+01,  0.0000E+00
  4.7027E-01,  1.5202E+01,  0.0000E+00
  4.7009E-01,  1.5101E+01,  0.0000E+00
  4.6990E-01,  1.5001E+01,  0.0000E+00
  4.6970E-01,  1.4902E+01,  0.0000E+00
  4.6949E-01,  1.4804E+01,  0.0000E+00
  4.6928E-01,  1.4708E+01,  0.0000E+00
  4.6906E-01,  1.4615E+01,  0.0000E+00
  4.6884E-01,  1.4523E+01,  0.0000E+00
  4.6861E-01,  1.4434E+01,  0.0000E+00
  4.6837E-01,  1.4348E+01,  0.0000E+00
  4.6814E-01,  1.4264E+01,  0.0000E+00
  4.6790E-01,  1.4182E+01,  0.0000E+00
  4.6765E-01,  1.4104E+01,  0.0000E+00
  4.6741E-01,  1.4030E+01,  0.0000E+00
  4.6717E-01,  1.3958E+01,  0.0000E+00
  4.6692E-01,  1.3889E+01,  0.0000E+00
  4.6667E-01,  1.3824E+01,  0.0000E+00
  4.6643E-01,  1.3763E+01,  0.0000E+00
  4.6619E-01,  1.3705E+01,  0.0000E+00
  4.6595E-01,  1.3651E+01,  0.0000E+00
  4.6571E-01,  1.3601E+01,  0.0000E+00
  4.6547E-01,  1.3555E+01,  0.0000E+00
  4.6524E-01,  1.3513E+01,  0.0000E+00
  4.6502E-01,  1.3474E+01,  0.0000E+00
  4.6480E-01,  1.3440E+01,  0.0000E+00
  4.6458E-01,  1.3409E+01,  0.0000E+00
  4.6438E-01,  1.3382E+01,  0.0000E+00
  4.6418E-01,  1.3359E+01,  0.0000E+00
  4.6398E-01,  1.3341E+01,  0.0000E+00
  4.6380E-01,  1.3327E+01,  0.0000E+00
  4.6363E-01,  1.3316E+01,  0.0000E+00
  4.6346E-01,  1.3310E+01,  0.0000E+00
  4.6330E-01,  1.3308E+01,  0.0000E+00
  4.6316E-01,  1.3310E+01,  0.0000E+00
  4.6302E-01,  1.3316E+01,  0.0000E+00
  4.6290E-01,  1.3327E+01,  0.0000E+00
  4.6278E-01,  1.3341E+01,  0.0000E+00
  4.6268E-01,  1.3359E+01,  0.0000E+00
  4.6259E-01,  1.3382E+01,  0.0000E+00
  4.6251E-01,  1.3408E+01,  0.0000E+00
  4.6245E-01,  1.3438E+01,  0.0000E+00
  4.6239E-01,  1.3473E+01,  0.0000E+00
  4.6235E-01,  1.3512E+01,  0.0000E+00
  4.6233E-01,  1.3554E+01,  0.0000E+00
  4.6231E-01,  1.3600E+01,  0.0000E+00
  4.6231E-01,  1.3649E+01,  0.0000E+00
  4.6232E-01,  1.3703E+01,  0.0000E+00
  4.6235E-01,  1.3760E+01,  0.0000E+00
  4.6238E-01,  1.3821E+01,  0.0000E+00
  4.6243E-01,  1.3885E+01,  0.0000E+00
  4.6250E-01,  1.3953E+01,  0.0000E+00
  4.6257E-01,  1.4024E+01,  0.0000E+00
  4.6266E-01,  1.4098E+01,  0.0000E+00
  4.6276E-01,  1.4176E+01,  0.0000E+00
  4.6287E-01,  1.4257E+01,  0.0000E+00
  4.6300E-01,  1.4339E+01,  0.0000E+00
  4.6313E-01,  1.4425E+01,  0.0000E+00
  4.6328E-01,  1.4514E+01,  0.0000E+00
  4.6343E-01,  1.4605E+01,  0.0000E+00
  4.6360E-01,  1.4698E+01,  0.0000E+00
  4.6377E-01,  1.4793E+01,  0.0000E+00
  4.6396E-01,  1.4891E+01,  0.0000E+00
  4.6415E-01,  1.4989E+01,  0.0000E+00
  4.6435E-01,  1.5089E+01,  0.0000E+00
  4.6456E-01,  1.5191E+01,  0.0000E+00
  4.6477E-01,  1.5292E+01,  0.0000E+00
  4.6499E-01,  1.5394E+01,  0.0000E+00
  4.6522E-01,  1.5497E+01,  0.0000E+00
  4.6545E-01,  1.5599E+01,  0.0000E+00
  4.6569E-01,  1.5701E+01,  0.0000E+00
  4.6593E-01,  1.5802E+01,  0.0000E+00
  4.6617E-01,  1.5902E+01,  0.0000E+00
  4.6642E-01,  1.6001E+01,  0.0000E+00
  4.6667E-01,  1.6098E+01,  0.0000E+00
  4.6691E-01,  1.6193E+01,  0.0000E+00
  4.6716E-01,  1.6286E+01,  0.0000E+00
  4.6741E-01,  1.6375E+01,  0.0000E+00
  4.6766E-01,  1.6462E+01,  0.0000E+00
  4.6790E-01,  1.6544E+01,  0.0000E+00
  4.6814E-01,  1.6623E+01,  0.0000E+00
  4.6838E-01,  1.6698E+01,  0.0000E+00
  4.6862E-01,  1.6769E+01,  0.0000E+00
  4.6885E-01,  1.6834E+01,  0.0000E+00
  4.6908E-01,  1.6894E+01,  0.0000E+00
  4.6930E-01,  1.6949E+01,  0.0000E+00
  4.6951E-01,  1.6999E+01,  0.0000E+00
